Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,BRICK_POINT,BRICK_EQUIP_LIST,BRICK_LOCATION_LIST,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Schema Label,BACnet Type Str,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments
506_1_3003285,506,1,3003285,,,,EBU3B.RM-3127..DPR-C,NAE 06 N2 2 VMA122 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,Rm-3127,VAV,3127,,EBU3B,
505_1_3000284,505,1,3000284,,,,EBU3B.RM-B270..DPR-C,NAE 05 N2 1 VMA 122 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,RM-B270,VAV,B270,,EBU3B,
505_1_3002001,505,1,3002001,,,,EBU3B.RM-1203..CLGMAXFLO,NAE 05 N2 2 VMA 122 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,RM-1203,VAV,1203,,EBU3B,
506_1_3001604,506,1,3001604,,,,EBU3B.RM-2256..CLGMAXFLO,NAE 06 N2 1 VMA122 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,Rm-2256,VAV,2256,,EBU3B,
506_1_3003287,506,1,3003287,,,,EBU3B.RM-3127..CLGMAXFLO,NAE 06 N2 2 VMA122 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,Rm-3127,VAV,3127,,EBU3B,
505_1_3000286,505,1,3000286,cooling_max_supply_air_flow_setpoint,,room,EBU3B.RM-B270..CLGMAXFLO,NAE 05 N2 1 VMA 122 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,RM-B270,VAV,B270,,EBU3B,
505_1_3002004,505,1,3002004,,,,EBU3B.RM-1203..CLGPID-O,NAE 05 N2 2 VMA 122 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,RM-1203,VAV,1203,,EBU3B,
506_1_3001607,506,1,3001607,,,,EBU3B.RM-2256..CLGPID-O,NAE 06 N2 1 VMA122 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,Rm-2256,VAV,2256,,EBU3B,
506_1_3003290,506,1,3003290,,,,EBU3B.RM-3127..CLGPID-O,NAE 06 N2 2 VMA122 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,Rm-3127,VAV,3127,,EBU3B,
505_1_3000289,505,1,3000289,,,,EBU3B.RM-B270..CLGPID-O,NAE 05 N2 1 VMA 122 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,RM-B270,VAV,B270,,EBU3B,
505_1_3002017,505,1,3002017,,,,EBU3B.RM-1221..COMMONSP,NAE 05 N2 2 VMA 123 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,RM-1221,VAV,1221,,EBU3B,
506_1_3001621,506,1,3001621,,,,EBU3B.RM-2229A..COMMONSP,NAE 06 N2 1 VMA123 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-2229A,VAV,2229A,,EBU3B,
506_1_3003303,506,1,3003303,,,,EBU3B.RM-3148..COMMONSP,NAE 06 N2 2 VMA123 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-3148,VAV,3148,,EBU3B,
505_1_3026047,505,1,3026047,,,,EBU3B.RM-1221..W-C-ADJ,NAE 05 N2 2 VMA 123 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,RM-1221,VAV,1221,,EBU3B,
506_1_3015672,506,1,3015672,,,,EBU3B.RM-2229A..W-C-ADJ,NAE 06 N2 1 VMA123 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-2229A,VAV,2229A,,EBU3B,
506_1_3015741,506,1,3015741,,,,EBU3B.RM-3148..W-C-ADJ,NAE 06 N2 2 VMA123 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-3148,VAV,3148,,EBU3B,
505_1_3002019,505,1,3002019,,,,EBU3B.RM-1221..SUPFLO-SP,NAE 05 N2 2 VMA 123 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,RM-1221,VAV,1221,,EBU3B,
506_1_3001623,506,1,3001623,,,,EBU3B.RM-2229A..SUPFLO-SP,NAE 06 N2 1 VMA123 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,Rm-2229A,VAV,2229A,,EBU3B,
506_1_3003305,506,1,3003305,,,,EBU3B.RM-3148..SUPFLO-SP,NAE 06 N2 2 VMA123 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,Rm-3148,VAV,3148,,EBU3B,
505_1_3002016,505,1,3002016,,,,EBU3B.RM-1221..RH-VLV,NAE 05 N2 2 VMA 123 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,RM-1221,VAV,1221,,EBU3B,
506_1_3001620,506,1,3001620,,,,EBU3B.RM-2229A..RH-VLV,NAE 06 N2 1 VMA123 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,Rm-2229A,VAV,2229A,,EBU3B,
506_1_3003302,506,1,3003302,,,,EBU3B.RM-3148..RH-VLV,NAE 06 N2 2 VMA123 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,Rm-3148,VAV,3148,,EBU3B,
505_1_3002022,505,1,3002022,,,,EBU3B.RM-1221..HTGFLOW,NAE 05 N2 2 VMA 123 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,RM-1221,VAV,1221,,EBU3B,
506_1_3001626,506,1,3001626,,,,EBU3B.RM-2229A..HTGFLOW,NAE 06 N2 1 VMA123 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,Rm-2229A,VAV,2229A,,EBU3B,
506_1_3003308,506,1,3003308,,,,EBU3B.RM-3148..HTGFLOW,NAE 06 N2 2 VMA123 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,Rm-3148,VAV,3148,,EBU3B,
505_1_3002021,505,1,3002021,,,,EBU3B.RM-1221..CLGMiNFLO,NAE 05 N2 2 VMA 123 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,RM-1221,VAV,1221,,EBU3B,
506_1_3001625,506,1,3001625,,,,EBU3B.RM-2229A..CLGMiNFLO,NAE 06 N2 1 VMA123 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,Rm-2229A,VAV,2229A,,EBU3B,
506_1_3003307,506,1,3003307,,,,EBU3B.RM-3148..CLGMiNFLO,NAE 06 N2 2 VMA123 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,Rm-3148,VAV,3148,,EBU3B,
505_1_3002024,505,1,3002024,,,,EBU3B.RM-1221..HTGPID-O,NAE 05 N2 2 VMA 123 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,RM-1221,VAV,1221,,EBU3B,
506_1_3001628,506,1,3001628,heating_command,,room,EBU3B.RM-2229A..HTGPID-O,NAE 06 N2 1 VMA123 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,Rm-2229A,VAV,2229A,,EBU3B,
506_1_3003310,506,1,3003310,,,,EBU3B.RM-3148..HTGPID-O,NAE 06 N2 2 VMA123 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,Rm-3148,VAV,3148,,EBU3B,
505_1_3002018,505,1,3002018,,,,EBU3B.RM-1221..DPR-C,NAE 05 N2 2 VMA 123 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,RM-1221,VAV,1221,,EBU3B,
506_1_3001622,506,1,3001622,,,,EBU3B.RM-2229A..DPR-C,NAE 06 N2 1 VMA123 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,Rm-2229A,VAV,2229A,,EBU3B,
506_1_3003304,506,1,3003304,,,,EBU3B.RM-3148..DPR-C,NAE 06 N2 2 VMA123 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,Rm-3148,VAV,3148,,EBU3B,
505_1_3002020,505,1,3002020,,,,EBU3B.RM-1221..CLGMAXFLO,NAE 05 N2 2 VMA 123 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,RM-1221,VAV,1221,,EBU3B,
506_1_3001624,506,1,3001624,,,,EBU3B.RM-2229A..CLGMAXFLO,NAE 06 N2 1 VMA123 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,Rm-2229A,VAV,2229A,,EBU3B,
506_1_3003306,506,1,3003306,,,,EBU3B.RM-3148..CLGMAXFLO,NAE 06 N2 2 VMA123 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,Rm-3148,VAV,3148,,EBU3B,
505_1_3002023,505,1,3002023,,,,EBU3B.RM-1221..CLGPID-O,NAE 05 N2 2 VMA 123 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,RM-1221,VAV,1221,,EBU3B,
506_1_3001627,506,1,3001627,,,,EBU3B.RM-2229A..CLGPID-O,NAE 06 N2 1 VMA123 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,Rm-2229A,VAV,2229A,,EBU3B,
506_1_3003309,506,1,3003309,,,,EBU3B.RM-3148..CLGPID-O,NAE 06 N2 2 VMA123 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,Rm-3148,VAV,3148,,EBU3B,
505_1_3002037,505,1,3002037,,,,EBU3B.RM-1223..COMMONSP,NAE 05 N2 2 VMA 124 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,RM-1223,VAV,1223,,EBU3B,
506_1_3001641,506,1,3001641,,,,EBU3B.RM-2262..COMMONSP,NAE 06 N2 1 VMA124 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-2262,VAV,2262,,EBU3B,
506_1_3003324,506,1,3003324,,,,EBU3B.RM-3146..COMMONSP,NAE 06 N2 2 VMA124 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-3146,VAV,3146,,EBU3B,
505_1_3026052,505,1,3026052,,,,EBU3B.RM-1223..W-C-ADJ,NAE 05 N2 2 VMA 124 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,RM-1223,VAV,1223,,EBU3B,
506_1_3015662,506,1,3015662,,,,EBU3B.RM-2262..W-C-ADJ,NAE 06 N2 1 VMA124 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-2262,VAV,2262,,EBU3B,
506_1_3015742,506,1,3015742,,,,EBU3B.RM-3146..W-C-ADJ,NAE 06 N2 2 VMA124 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-3146,VAV,3146,,EBU3B,
505_1_3002039,505,1,3002039,,,,EBU3B.RM-1223..SUPFLO-SP,NAE 05 N2 2 VMA 124 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,RM-1223,VAV,1223,,EBU3B,
506_1_3001643,506,1,3001643,,,,EBU3B.RM-2262..SUPFLO-SP,NAE 06 N2 1 VMA124 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,Rm-2262,VAV,2262,,EBU3B,
506_1_3003326,506,1,3003326,,,,EBU3B.RM-3146..SUPFLO-SP,NAE 06 N2 2 VMA124 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,Rm-3146,VAV,3146,,EBU3B,
505_1_3002036,505,1,3002036,,,,EBU3B.RM-1223..RH-VLV,NAE 05 N2 2 VMA 124 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,RM-1223,VAV,1223,,EBU3B,
506_1_3001640,506,1,3001640,,,,EBU3B.RM-2262..RH-VLV,NAE 06 N2 1 VMA124 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,Rm-2262,VAV,2262,,EBU3B,
506_1_3003323,506,1,3003323,,,,EBU3B.RM-3146..RH-VLV,NAE 06 N2 2 VMA124 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,Rm-3146,VAV,3146,,EBU3B,
505_1_3002042,505,1,3002042,,,,EBU3B.RM-1223..HTGFLOW,NAE 05 N2 2 VMA 124 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,RM-1223,VAV,1223,,EBU3B,
506_1_3001646,506,1,3001646,,,,EBU3B.RM-2262..HTGFLOW,NAE 06 N2 1 VMA124 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,Rm-2262,VAV,2262,,EBU3B,
506_1_3003329,506,1,3003329,,,,EBU3B.RM-3146..HTGFLOW,NAE 06 N2 2 VMA124 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,Rm-3146,VAV,3146,,EBU3B,
505_1_3002041,505,1,3002041,,,,EBU3B.RM-1223..CLGMiNFLO,NAE 05 N2 2 VMA 124 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,RM-1223,VAV,1223,,EBU3B,
506_1_3001645,506,1,3001645,,,,EBU3B.RM-2262..CLGMiNFLO,NAE 06 N2 1 VMA124 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,Rm-2262,VAV,2262,,EBU3B,
506_1_3003328,506,1,3003328,,,,EBU3B.RM-3146..CLGMiNFLO,NAE 06 N2 2 VMA124 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,Rm-3146,VAV,3146,,EBU3B,
505_1_3002044,505,1,3002044,,,,EBU3B.RM-1223..HTGPID-O,NAE 05 N2 2 VMA 124 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,RM-1223,VAV,1223,,EBU3B,
506_1_3001648,506,1,3001648,,,,EBU3B.RM-2262..HTGPID-O,NAE 06 N2 1 VMA124 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,Rm-2262,VAV,2262,,EBU3B,
506_1_3003331,506,1,3003331,,,,EBU3B.RM-3146..HTGPID-O,NAE 06 N2 2 VMA124 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,Rm-3146,VAV,3146,,EBU3B,
505_1_3002038,505,1,3002038,,,,EBU3B.RM-1223..DPR-C,NAE 05 N2 2 VMA 124 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,RM-1223,VAV,1223,,EBU3B,
506_1_3001642,506,1,3001642,,,,EBU3B.RM-2262..DPR-C,NAE 06 N2 1 VMA124 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,Rm-2262,VAV,2262,,EBU3B,
506_1_3003325,506,1,3003325,,,,EBU3B.RM-3146..DPR-C,NAE 06 N2 2 VMA124 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,Rm-3146,VAV,3146,,EBU3B,
505_1_3002040,505,1,3002040,,,,EBU3B.RM-1223..CLGMAXFLO,NAE 05 N2 2 VMA 124 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,RM-1223,VAV,1223,,EBU3B,
506_1_3001644,506,1,3001644,,,,EBU3B.RM-2262..CLGMAXFLO,NAE 06 N2 1 VMA124 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,Rm-2262,VAV,2262,,EBU3B,
506_1_3003327,506,1,3003327,,,,EBU3B.RM-3146..CLGMAXFLO,NAE 06 N2 2 VMA124 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,Rm-3146,VAV,3146,,EBU3B,
505_1_3002043,505,1,3002043,,,,EBU3B.RM-1223..CLGPID-O,NAE 05 N2 2 VMA 124 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,RM-1223,VAV,1223,,EBU3B,
506_1_3001647,506,1,3001647,,,,EBU3B.RM-2262..CLGPID-O,NAE 06 N2 1 VMA124 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,Rm-2262,VAV,2262,,EBU3B,
506_1_3003330,506,1,3003330,,,,EBU3B.RM-3146..CLGPID-O,NAE 06 N2 2 VMA124 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,Rm-3146,VAV,3146,,EBU3B,
505_1_3002057,505,1,3002057,,,,EBU3B.RM-1102..COMMONSP,NAE 05 N2 2 VMA 125 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,RM-1102,VAV,1102,,EBU3B,
506_1_3001661,506,1,3001661,,,,EBU3B.RM-2266..COMMONSP,NAE 06 N2 1 VMA125 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-2266,VAV,2266,,EBU3B,
506_1_3003345,506,1,3003345,,,,EBU3B.RM-3144..COMMONSP,NAE 06 N2 2 VMA125 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-3144,VAV,3144,,EBU3B,
505_1_3026041,505,1,3026041,,,,EBU3B.RM-1102..W-C-ADJ,NAE 05 N2 2 VMA 125 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,RM-1102,VAV,1102,,EBU3B,
505_1_3000330,505,1,3000330,,,,EBU3B.CHWP1.REF-1,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Chilled Water Pump,1,CHW-SYS -> Pump,EBU3B,
505_1_3000372,505,1,3000372,,,,EBU3B.CHWP2.REF-1,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Chilled Water Pump,2,CHW-SYS -> Pump,EBU3B,
505_1_3000331,505,1,3000331,,,,EBU3B.CHWP1.REF-2,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Chilled Water Pump,1,CHW-SYS -> Pump,EBU3B,
505_1_3000373,505,1,3000373,,,,EBU3B.CHWP2.REF-2,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Chilled Water Pump,2,CHW-SYS -> Pump,EBU3B,
505_1_3000414,505,1,3000414,,,,EBU3B.HWP1.REF-1,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Hot Water Pump,1,HW-SYS -> Pump,EBU3B,
505_1_3000419,505,1,3000419,,,,EBU3B.HWP2.REF-1,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Hot Water Pump,2,HW-SYS -> Pump,EBU3B,
505_1_3000415,505,1,3000415,,,,EBU3B.HWP1.REF-2,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Hot Water Pump,1,HW-SYS -> Pump,EBU3B,
505_1_3000420,505,1,3000420,,,,EBU3B.HWP2.REF-2,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Hot Water Pump,2,HW-SYS -> Pump,EBU3B,
505_1_3000654,505,1,3000654,,,,EBU3B.RF1.REF-1,NAE 05 N2 1 NAE5 T1 VND45  RF 1 VFD 45 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Return Fan,1,AHU -> Return Fan,EBU3B,
505_1_3000694,505,1,3000694,,,,EBU3B.RF2.REF-1,NAE 05 N2 1 NAE5 T1 VND46  RF 2 VFD 46 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Return Fan,2,AHU -> Return Fan,EBU3B,
505_1_3000734,505,1,3000734,,,,EBU3B.RF3.REF-1,NAE 05 N2 1 NAE5 T1 VND47  RF 3 VFD 47 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Return Fan,3,AHU -> Return Fan,EBU3B,
505_1_3000774,505,1,3000774,,,,EBU3B.RF4.REF-1,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Return Fan,4,AHU -> Return Fan,EBU3B,
505_1_3000655,505,1,3000655,,,,EBU3B.RF1.REF-2,NAE 05 N2 1 NAE5 T1 VND45  RF 1 VFD 45 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Return Fan,1,AHU -> Return Fan,EBU3B,
505_1_3000695,505,1,3000695,,,,EBU3B.RF2.REF-2,NAE 05 N2 1 NAE5 T1 VND46  RF 2 VFD 46 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Return Fan,2,AHU -> Return Fan,EBU3B,
505_1_3000735,505,1,3000735,,,,EBU3B.RF3.REF-2,NAE 05 N2 1 NAE5 T1 VND47  RF 3 VFD 47 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Return Fan,3,AHU -> Return Fan,EBU3B,
505_1_3000775,505,1,3000775,,,,EBU3B.RF4.REF-2,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Return Fan,4,AHU -> Return Fan,EBU3B,
505_1_3000492,505,1,3000492,,,,EBU3B.SF1.REF-1,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Supply Fan,1,AHU -> Supply Fan,EBU3B,
505_1_3000534,505,1,3000534,,,,EBU3B.SF2.REF-1,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Supply Fan,2,AHU -> Supply Fan,EBU3B,
505_1_3000574,505,1,3000574,,,,EBU3B.SF3.REF-1,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Supply Fan,3,AHU -> Supply Fan,EBU3B,
505_1_3000614,505,1,3000614,,,,EBU3B.SF4.REF-1,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 REFERENCE 1,Reference 1,98,Reference 1,Reference,Analog Output,,RM-B102C,Supply Fan,4,AHU -> Supply Fan,EBU3B,
505_1_3000493,505,1,3000493,,,,EBU3B.SF1.REF-2,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Supply Fan,1,AHU -> Supply Fan,EBU3B,
505_1_3000535,505,1,3000535,,,,EBU3B.SF2.REF-2,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Supply Fan,2,AHU -> Supply Fan,EBU3B,
505_1_3000575,505,1,3000575,,,,EBU3B.SF3.REF-2,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Supply Fan,3,AHU -> Supply Fan,EBU3B,
505_1_3000615,505,1,3000615,,,,EBU3B.SF4.REF-2,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 REFERENCE 2,Reference 2,98,Reference 2,Reference,Analog Output,,RM-B102C,Supply Fan,4,AHU -> Supply Fan,EBU3B,
505_1_3014682,505,1,3014682,,,,EBU3B.FSCHW.CHWP-DB,NAE 05 N2 1 DX 12 File Server CHW System Tuning Parameters CHWP DB,CHW Pump Dead Band,56,Pump Dead Band,Pump Dead Band Setpoint,Analog Output,,,Chilled Water System,CRAC,,EBU3B,
505_1_3014663,505,1,3014663,,,,EBU3B.FSCHW.CHWP3-DLY,NAE 05 N2 1 DX 12 File Server CHW System CHWP3 DLY,Chilled Water Pump 3 Alarm Delay,73,Pump Alarm Delay,Pump Alarm Delay,Analog Output,3,RM-B102C,Chilled Water System,CRAC,,EBU3B,
505_1_3014669,505,1,3014669,,,,EBU3B.FSCHW.CHWP4-DLY,NAE 05 N2 1 DX 12 File Server CHW System CHWP4 DLY,Chilled Water Pump 4 Alarm Delay,73,Pump Alarm Delay,Pump Alarm,Analog Output,4,RM-B102C,Chilled Water System,CRAC,,EBU3B,
505_1_3014684,505,1,3014684,,,,EBU3B.FSCHW.CHWP-PID,NAE 05 N2 1 DX 12 File Server CHW System Tuning Parameters CHWP PID,CHW Pump Command Output,302,Pump Command Output,Pump Alarm,Analog Output,,RM-B102C,Chilled Water System,CRAC,,EBU3B,
506_1_3015640,506,1,3015640,,,,EBU3B.RM-2266..W-C-ADJ,NAE 06 N2 1 VMA125 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-2266,VAV,2266,,EBU3B,
506_1_3015743,506,1,3015743,,,,EBU3B.RM-3144..W-C-ADJ,NAE 06 N2 2 VMA125 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-3144,VAV,3144,,EBU3B,
505_1_3002059,505,1,3002059,,,,EBU3B.RM-1102..SUPFLO-SP,NAE 05 N2 2 VMA 125 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,RM-1102,VAV,1102,,EBU3B,
506_1_3001663,506,1,3001663,,,,EBU3B.RM-2266..SUPFLO-SP,NAE 06 N2 1 VMA125 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,Rm-2266,VAV,2266,,EBU3B,
