Unique Identifier,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,BACnet Type Str,Ground Truth Point Type,Schema Label,Location,Equipment Type,Equipment Ref,Equipment Subsystems
514_1_3011269,ap m rm 4731 dpr c,nae 14 n2 trunk 2 vav4 23 dpr c,,98.0,analog output,damper command,damper command,rm 4731,vav,,
514_1_3011270,ap m rm 4771 dpr c,nae 14 n2 trunk 2 vav4 21 dpr c,,98.0,analog output,damper command,damper command,rm 4771,vav,,
514_1_3011271,ap m rm 3880 dpr c,nae 14 n2 trunk 2 vav3 25 dpr c,,98.0,analog output,damper command,damper command,rm 3880,vav,,
514_1_3011272,ap m rm 3856 dpr c,nae 14 n2 trunk 2 vav 23 dpr c,,98.0,analog output,damper command,damper command,rm 3856,vav,,
514_1_3011273,ap m rm 3816 dpr c,nae 14 n2 trunk 2 vav 19 dpr c,,98.0,analog output,damper command,damper command,rm 3816,vav,,
514_1_3011274,ap m rm 3741 dpr c,nae 14 n2 trunk 2 vav3 24 dpr c,,98.0,analog output,damper command,damper command,rm 3741,vav,,
514_1_3011275,ap m rm 3731 dpr c,nae 14 n2 trunk 2 vav3 23 dpr c,,98.0,analog output,damper command,damper command,rm 3731,vav,,
514_1_3011276,ap m rm 3721 dpr c,nae 14 n2 trunk 2 vav3 22 dpr c,,98.0,analog output,damper command,damper command,rm 3721,vav,,
514_1_3011277,ap m rm 3711 dpr c,nae 14 n2 trunk 2 vav3 21 dpr c,,98.0,analog output,damper command,damper command,rm 3711,vav,,
514_14_3007066,ap m rm 3711 box mode,nae 14 n2 trunk 2 vav3 21 box mode,vav box mode,,multi state output,vav box mode,vav box mode command,rm 3711,vav,,
514_14_3007070,ap m rm 3711 occ cmd,nae 14 n2 trunk 2 vav3 21 occ cmd,occupied command,,multi state output,occupied command,occupied command,rm 3711,vav,,
514_14_3007081,ap m rm 3721 box mode,nae 14 n2 trunk 2 vav3 22 box mode,vav box mode,,multi state output,vav box mode,vav box mode command,rm 3721,vav,,
514_14_3007085,ap m rm 3721 occ cmd,nae 14 n2 trunk 2 vav3 22 occ cmd,occupied command,,multi state output,occupied command,occupied command,rm 3721,vav,,
514_14_3007096,ap m rm 3731 box mode,nae 14 n2 trunk 2 vav3 23 box mode,vav box mode,,multi state output,vav box mode,vav box mode command,rm 3731,vav,,
514_14_3007100,ap m rm 3731 occ cmd,nae 14 n2 trunk 2 vav3 23 occ cmd,occupied command,,multi state output,occupied command,occupied command,rm 3731,vav,,
514_14_3007111,ap m rm 3741 box mode,nae 14 n2 trunk 2 vav3 24 box mode,vav box mode,,multi state output,vav box mode,vav box mode command,rm 3741,vav,,
514_14_3007115,ap m rm 3741 occ cmd,nae 14 n2 trunk 2 vav3 24 occ cmd,occupied command,,multi state output,occupied command,occupied command,rm 3741,vav,,
514_14_3007128,ap m rm 3880 box mode,nae 14 n2 trunk 2 vav3 25 box mode,vav box mode,,multi state output,vav box mode,vav box mode command,rm 3880,vav,,
514_14_3007134,ap m rm 3880 occ cmd,nae 14 n2 trunk 2 vav3 25 occ cmd,occupied command,,multi state output,occupied command,occupied command,rm 3880,vav,,
514_14_3007273,ap m rm 4711 box mode,nae 14 n2 trunk 2 vav4 21 box mode,vav box mode,,multi state output,vav box mode,vav box mode command,rm 4711,vav,,
514_14_3007277,ap m rm 4711 occ cmd,nae 14 n2 trunk 2 vav4 21 occ cmd,occupied command,,multi state output,occupied command,occupied command,rm 4711,vav,,
514_14_3007288,ap m rm 4721 box mode,nae 14 n2 trunk 2 vav4 22 box mode,vav box mode,,multi state output,vav box mode,vav box mode command,rm 4721,vav,,
514_14_3007292,ap m rm 4721 occ cmd,nae 14 n2 trunk 2 vav4 22 occ cmd,occupied command,,multi state output,occupied command,occupied command,rm 4721,vav,,
514_14_3007303,ap m rm 4731 box mode,nae 14 n2 trunk 2 vav4 23 box mode,vav box mode,,multi state output,vav box mode,vav box mode command,rm 4731,vav,,
514_14_3007307,ap m rm 4731 occ cmd,nae 14 n2 trunk 2 vav4 23 occ cmd,occupied command,,multi state output,occupied command,occupied command,rm 4731,vav,,
514_14_3007318,ap m rm 4741 box mode,nae 14 n2 trunk 2 vav4 24 box mode,vav box mode,,multi state output,vav box mode,vav box mode command,rm 4741,vav,,
514_14_3007322,ap m rm 4741 occ cmd,nae 14 n2 trunk 2 vav4 24 occ cmd,occupied command,,multi state output,occupied command,occupied command,rm 4741,vav,,
514_14_3007335,ap m rm 4882 box mode,nae 14 n2 trunk 2 vav4 25 box mode,vav box mode,,multi state output,vav box mode,vav box mode command,rm 4882,vav,,
514_14_3007341,ap m rm 4882 occ cmd,nae 14 n2 trunk 2 vav4 25 occ cmd,occupied command,,multi state output,occupied command,occupied command,rm 4882,vav,,
514_14_3009021,ap m rm 1844 occ cmd,nae 14 n2 trunk 2 vav 5 occ cmd,occupancy command,,multi state output,occupied command,occupancy command,rm 1844,vav,,
514_2_3003511,ap m sf 4 bsmtsf4 dmd,nae 14 programming sf 4 da reset basement bsmtsf4 dmd,basement floor sf 4 highest demand,98.0,analog value,floor highest demand,discharge air flow demand setpoint,sf 4,bsm,,
514_2_3003526,ap m sf 4 1flsf4 dmd,nae 14 programming sf 4 da reset 1st floor 1flsf4 dmd,1st floor sf 4 highest demand,98.0,analog value,floor highest demand,discharge air flow demand setpoint,sf 4,sf,,
514_2_3003543,ap m sf 4 2flsf4 dmd,nae 14 programming sf 4 da reset 2nd floor 2flsf4 dmd,2nd floor sf 4 highest demand,98.0,analog value,floor highest demand,discharge air flow demand setpoint,sf 4,sf,,
514_2_3003558,ap m sf 4 5flsf4 dmd,nae 14 programming sf 4 da reset 5th floor 5flsf4 dmd,5th floor sf 4 highest demand,98.0,analog value,floor highest demand,discharge air flow demand setpoint,sf 4,sf,,
514_2_3003573,ap m sf 4 3flsf4 dmd,nae 14 programming sf 4 da reset 3rd floor 3flsf4 dmd,3rd floor sf 4 highest demand,98.0,analog value,floor highest demand,discharge air flow demand setpoint,sf 4,sf,,
514_2_3003606,ap m sf 4 4flsf4 dmd,nae 14 programming sf 4 da reset 4th floor 4flsf4 dmd,3rd floor sf 4 highest demand,98.0,analog value,floor highest demand,discharge air flow demand setpoint,sf 4,sf,,
514_2_3003952,ap m ef stg navg esp,nae 14 programming exhaust fans north ex fans navg esp,north average exhaust air pressure,58.0,analog value,average exhaust air pressure,average exhaust air static pressure setpoint,ef stg,ef,,
514_2_3003972,ap m hx 2 osalock stpt,nae 14 programming north plant hhw system osalock stpt,osa lockout setpoint,64.0,analog value,outside air lockout setpoint,outside air lockout temperature setpoint,hx 2,hhw,,
514_2_3003973,ap m hx 2 osalock diff,nae 14 programming north plant hhw system osalock diff,osa lockout differential,64.0,analog value,outside air lockout differential,outside air lockout temperature differential setpoint,hx 2,hhw,,
514_2_3003974,ap m hx 2 lowosa stpt,nae 14 programming north plant hhw system lowosa stpt,low osa enable setpoint,64.0,analog value,low outside air enable setpoint,low outside air temperature enable setpoint,hx 2,hhw,,
514_2_3003975,ap m hx 2 lowosa diff,nae 14 programming north plant hhw system lowosa diff,low osa enable differential,64.0,analog value,low outside air enable differential,low outside air temperature enable differential setpoint,hx 2,hhw,,
514_2_3003976,ap m hx 2 osarst hi,nae 14 programming north plant hhw system osarst hi,osa reset high setpoint,64.0,analog value,outside air high reset setpoint,outside air temperature high reset setpoint,hx 2,hhw,,
514_2_3003977,ap m hx 2 osarst lo,nae 14 programming north plant hhw system osarst lo,osa reset low setpoint,64.0,analog value,outside air low reset setpoint,outside air temperature low reset setpoint,hx 2,hhw,,
514_2_3003978,ap m hx 2 mtwsrst hi,nae 14 programming north plant hhw system mtwsrst hi,mtws reset high setpoint,64.0,analog value,medium temperature water supply temperature high reset setpoint,medium temperature hot water discharge temperature high reset setpoint,hx 2,hhw,,
514_2_3003979,ap m hx 2 mtwsrst lo,nae 14 programming north plant hhw system mtwsrst lo,mtws reset low setpoint,64.0,analog value,medium temperature water supply temperature low reset setpoint,medium temperature hot water discharge temperature low reset setpoint,hx 2,hhw,,
514_2_3010331,sat reset,nae 14 programming optimization sat reset,south average exhaust air pressure,58.0,analog value,average exhaust air pressure,average exhaust air static pressure setpoint,,sat,,
514_2_3010332,static reset,nae 14 programming optimization static reset,south average exhaust air pressure,58.0,analog value,average exhaust air pressure,average exhaust air static pressure setpoint,,sta,,
514_2_3010335,sat reset enble stpt,nae 14 programming optimization sat enble stpt,,64.0,analog value,supply air temperature reset enable setpoint,unknown,,sat,,
514_2_3010336,sat reset differential,nae 14 programming optimization sat reset differential,,64.0,analog value,supply air temperature reset differential,supply air temperature reset differential setpoint,,sat,,
514_2_3010337,oat enbl stpt,nae 14 programming optimization oat enbl stpt,,64.0,analog value,outside air temperature enable setpoint,unknown,,oat,,
514_2_3010399,north avg dmpr,nae 14 programming resets static press reset north avg dmpr,,95.0,analog value,unknown,unknown,,avg,,
514_2_3010475,max static stpt,nae 14 programming resets static press reset max static stpt,,58.0,analog value,maximum static pressure setpoint,static pressure max setpoint,,max,,
514_2_3010476,min static stpt,nae 14 programming resets static press reset min static stpt,,58.0,analog value,minimum static pressure setpoint,static pressure min setpoint,,min,,
514_2_3010564,satstpt min,nae 14 programming sf 4 da reset da reset satstpt min,min sa t setpoint,64.0,analog value,minimum supply air temperature setpoint,min supply air temperature setpoint,,sat,,
514_2_3010565,satstpt max,nae 14 programming sf 4 da reset da reset satstpt max,max sa t setpoint,64.0,analog value,maximum supply air temperature setpoint,max supply air temperature setpoint,,sat,,
514_2_3010566,svfd min,nae 14 programming sf 4 da reset da reset svfd min,max vfd speed to increase setpoint,98.0,analog value,maximum vfd speed to increase setpoint,min vfd speed setpoint,,svf,,
514_2_3010567,svfd max,nae 14 programming sf 4 da reset da reset svfd max,min vfd speed to decrease setpoint,98.0,analog value,minimum vfd speed to decrease setpoint,max vfd speed setpoint,,svf,,
514_2_3010568,sat diff,nae 14 programming sf 4 da reset da reset sat diff,sa t setpoint increase decrease step,64.0,analog value,supply air temperature increase decrease step,supply air temperature increase decrease step setpoint,,sat,,
514_2_3010569,satstpt var,nae 14 programming sf 4 da reset da reset satstpt var,control system variable,64.0,analog value,supply air static pressure setpoint variable,supply air static pressure setpoint,,sat,,
514_2_3010683,saspstpt min,nae 14 programming ah 4 sp reset saspstpt min,min sa static pressure setpoint,58.0,analog value,minimum supply air static pressure setpoint,min supply air static pressure setpoint,,sas,,
514_2_3010684,saspstpt max,nae 14 programming ah 4 sp reset saspstpt max,max sa static pressure setpoint,58.0,analog value,maximum supply air static pressure setpoint,max supply air static pressure setpoint,,sas,,
514_2_3010685,sasp diff,nae 14 programming ah 4 sp reset sasp diff,statci pressure increase decrease step,58.0,analog value,static pressure increase decrease step,supply air static pressure increase decrease step setpoint,,sas,,
514_2_3010687,saspstpt var,nae 14 programming ah 4 sp reset saspstpt var,control system variable,58.0,analog value,supply air static pressure setpoint variable,supply air static pressure setpoint,,sas,,
514_2_3011212,ap m mtw sp load shed,nae 14 programming load shed ap m mtw sp load shed,,64.0,analog value,medium temperature water supply temperature setpoint on load shed,unknown,,mtw,,
514_3_3006342,ap m hx 2 p20 sts,nae 14 n2 trunk 2 ahu 6 p20 sts,pump 20 status,,binary input,pump status,pump status,hx 2,ahu,,
514_3_3006346,ap m hx 2 p21 sts,nae 14 n2 trunk 2 ahu 6 p21 sts,pump 21 status,,binary input,pump status,pump status,hx 2,ahu,,
514_3_3006349,ap m s 4 pfl sts,nae 14 n2 trunk 2 ahu 6 pfl sts,pre filter status,,binary input,pre filter status,pre filter status,s 4,ahu,,
514_3_3006352,ap m s 4 sa smk,nae 14 n2 trunk 2 ahu 6 sa smk,supply air smoke detector,,binary input,supply air smoke detector,discharge air smoke detected alarm,s 4,ahu,,
514_3_3006368,ap m s 4 sf sts,nae 14 n2 trunk 2 ahu 6 sf sts,supply fan status,,binary input,supply fan status,supply fan status,s 4,ahu,,
514_3_3006391,ap m ef 15 ef15 sts,nae 14 n2 trunk 2 unt e6 ef15 sts,exhaust fan 15 status,,binary input,exhaust fan status,exhaust fan status,ef 15,unt,,
514_3_3006395,ap m ef 17 ef17 sts,nae 14 n2 trunk 2 unt e6 ef17 sts,exhaust fan 17 status,,binary input,exhaust fan status,exhaust fan status,ef 17,unt,,
514_3_3006399,ap m ef 18 ef18 sts,nae 14 n2 trunk 2 unt e6 ef18 sts,exhaust fan 18 status,,binary input,exhaust fan status,exhaust fan status,ef 18,unt,,
514_3_3006415,ap m ef 19 ef19 sts,nae 14 n2 trunk 2 unt e7 ef19 sts,exhaust fan 19 status,,binary input,exhaust fan status,exhaust fan status,ef 19,unt,,
514_3_3006419,ap m ef 21 ef21 sts,nae 14 n2 trunk 2 unt e7 ef21 sts,exhaust fan 21 status,,binary input,exhaust fan status,exhaust fan status,ef 21,unt,,
514_3_3006423,ap m ef 22 ef22 sts,nae 14 n2 trunk 2 unt e7 ef22 sts,exhaust fan 22 status,,binary input,exhaust fan status,exhaust fan status,ef 22,unt,,
514_3_3006427,ap m ef 23 ef23 sts,nae 14 n2 trunk 2 unt e8 ef23 sts,exhaust fan 23 status,,binary input,exhaust fan status,exhaust fan status,ef 23,unt,,
514_3_3006436,ap m power e1213pwr,nae 14 n2 trunk 2 unt 2 e1213pwr,e1213 kw meter usage,,binary input,power in kw,power meter,power,unt,,
514_3_3006985,ap m ef16 vfd fwdrev sts,nae 14 n2 trunk 2 vfd 1 fwdrev sts,forward reverse status,,binary input,forward reverse status,run direction status,ef 16,vfd,,
514_3_3006993,ap m ef16 vfd vfd alm,nae 14 n2 trunk 2 vfd 1 vfd alm,vfd alarm,,binary input,vfd alarm,vfd alarm,ef 16,vfd,,
514_3_3006995,ap m ef16 vfd vfd sts,nae 14 n2 trunk 2 vfd 1 vfd sts,vfd status,,binary input,vfd status,vfd start stop status,ef 16,vfd,,
514_3_3007007,ap m ef20 vfd fwdrev sts,nae 14 n2 trunk 2 vfd 2 fwdrev sts,forward reverse status,,binary input,forward reverse status,run direction status,ef 20,vfd,,
514_3_3007015,ap m ef20 vfd vfd alm,nae 14 n2 trunk 2 vfd 2 vfd alm,vfd alarm,,binary input,vfd alarm,vfd alarm,ef 20,vfd,,
514_3_3007017,ap m ef20 vfd vfd sts,nae 14 n2 trunk 2 vfd 2 vfd sts,vfd status,,binary input,vfd status,vfd start stop status,ef 20,vfd,,
514_3_3007475,ap m ef27 vfd flt sts,nae 14 n2 trunk 2 ef27 vfd flt sts,fault status,,binary input,fault status,fault status,ef 27,vfd,,
514_3_3007479,ap m ef27 vfd fwdrev sts,nae 14 n2 trunk 2 ef27 vfd fwdrev sts,forward reverse status,,binary input,forward reverse status,run direction status,ef 27,vfd,,
514_3_3007483,ap m ef27 vfd vfd sts,nae 14 n2 trunk 2 ef27 vfd vfd sts,start stop status,,binary input,vfd status,vfd start stop status,ef 27,vfd,,
514_3_3007491,ap m ef28 vfd flt sts,nae 14 n2 trunk 2 ef28 vfd flt sts,fault status,,binary input,fault status,fault status,ef 28,vfd,,
514_3_3007495,ap m ef28 vfd fwdrev sts,nae 14 n2 trunk 2 ef28 vfd fwdrev sts,forward reverse status,,binary input,forward reverse status,run direction status,ef 28,vfd,,
514_3_3007499,ap m ef28 vfd vfd sts,nae 14 n2 trunk 2 ef28 vfd vfd sts,start stop status,,binary input,vfd status,vfd start stop status,ef 28,vfd,,
514_3_3007523,ap m ef27 28 ef27 sts,nae 14 n2 trunk 2 ef27 28 ef27 sts,exhaust fan 27 status,,binary input,exhaust fan status,exhaust fan status,ef 27 28,sts,,
514_3_3007531,ap m ef27 28 ef28 sts,nae 14 n2 trunk 2 ef27 28 ef28 sts,exhaust fan 28 status,,binary input,exhaust fan status,exhaust fan status,ef 27 28,sts,,
514_3_3007548,ap m s4 vfd flt sts,nae 14 n2 trunk 2 vfd 3 flt sts,fault status,,binary input,fault status,fault status,s 4,vfd,,
514_3_3007552,ap m s4 vfd fwdrev sts,nae 14 n2 trunk 2 vfd 3 fwdrev sts,forward reverse status,,binary input,forward reverse status,run direction status,s 4,vfd,,
514_3_3007556,ap m s4 vfd vfd sts,nae 14 n2 trunk 2 vfd 3 vfd sts,start stop status,,binary input,vfd status,vfd start stop status,s 4,vfd,,
514_3_3008509,ap m north di water,nae 14 n2 trunk 2 ahu 6 di wtr,di water alarm,,binary input,water alarm,unknown,,ahu,,
514_3_3008512,ap m hx 2 pmp flw sts,nae 14 n2 trunk 2 ahu 6 pmpflwsts,pump 20 21 flow status,,binary input,pump flow status,pump flow status,hx 2,ahu,,
514_4_3006341,ap m hx 2 p20 ss,nae 14 n2 trunk 2 ahu 6 p20 ss,pump 20 start stop,,binary output,pump start stop,pump start stop command,hx 2,ahu,,
514_4_3006345,ap m hx 2 p21 ss,nae 14 n2 trunk 2 ahu 6 p21 ss,pump 21 start stop,,binary output,pump start stop,pump start stop command,hx 2,ahu,,
514_4_3006364,ap m s 4 sdwn cmd,nae 14 n2 trunk 2 ahu 6 sdwn cmd,shutdown command,,binary output,shutdown command,ahu system enable command,s 4,ahu,,
514_4_3006367,ap m s 4 sf ss,nae 14 n2 trunk 2 ahu 6 sf ss,supply fan start stop,,binary output,supply fan start stop,supply fan start stop command,s 4,ahu,,
514_4_3006390,ap m ef 15 ef15 ss,nae 14 n2 trunk 2 unt e6 ef15 ss,exhaust fan 15 start stop,,binary output,exhaust fan start stop,exhaust fan start stop command,ef 15,unt,,
514_4_3006394,ap m ef 17 ef17 ss,nae 14 n2 trunk 2 unt e6 ef17 ss,exhaust fan 17 start stop,,binary output,exhaust fan start stop,exhaust fan start stop command,ef 17,unt,,
514_4_3006398,ap m ef 18 ef18 ss,nae 14 n2 trunk 2 unt e6 ef18 ss,exhaust fan 18 start stop,,binary output,exhaust fan start stop,exhaust fan start stop command,ef 18,unt,,
514_4_3006414,ap m ef 19 ef19 ss,nae 14 n2 trunk 2 unt e7 ef19 ss,exhaust fan 19 start stop,,binary output,exhaust fan start stop,exhaust fan start stop command,ef 19,unt,,
514_4_3006418,ap m ef 21 ef21 ss,nae 14 n2 trunk 2 unt e7 ef21 ss,exhaust fan 21 start stop,,binary output,exhaust fan start stop,exhaust fan start stop command,ef 21,unt,,
514_4_3006422,ap m ef 22 ef22 ss,nae 14 n2 trunk 2 unt e7 ef22 ss,exhaust fan 22 start stop,,binary output,exhaust fan start stop,exhaust fan start stop command,ef 22,unt,,
514_4_3006426,ap m ef 23 ef23 ss,nae 14 n2 trunk 2 unt e8 ef23 ss,exhaust fan 23 start stop,,binary output,exhaust fan start stop,exhaust fan start stop command,ef 23,unt,,
514_4_3006453,ap m rm b801 occ cmd,nae 14 n2 trunk 2 vav 1 occ cmd,occupied command,,binary output,occupied command,occupied command,rm b801,vav,,
514_4_3006470,ap m elect rm occ cmd,nae 14 n2 trunk 2 vav 2 occ cmd,occupied command,,binary output,occupied command,occupied command,elect rm,vav,,
514_4_3006485,ap m rm b819 occ cmd,nae 14 n2 trunk 2 vav 3 occ cmd,occupied command,,binary output,occupied command,occupied command,rm b819,vav,,
514_4_3006508,ap m rm b859 occ cmd,nae 14 n2 trunk 2 vav 4 occ cmd,occupied command,,binary output,occupied command,occupied command,rm b859,vav,,
514_4_3006531,ap m rm 1816 occ cmd,nae 14 n2 trunk 2 vav 7 occ cmd,occupied command,,binary output,occupied command,occupied command,rm 1816,vav,,
514_4_3006554,ap m rm 1708 occ cmd,nae 14 n2 trunk 2 vav 8 occ cmd,occupied command,,binary output,occupied command,occupied command,rm 1708,vav,,
514_4_3006627,ap m rm 1856 occ cmd,nae 14 n2 trunk 2 vav 11 occ cmd,occupied command,,binary output,occupied command,occupied command,rm 1856,vav,,
514_4_3006650,ap m rm 2859 occ cmd,nae 14 n2 trunk 2 vav 13 occ cmd,occupied command,,binary output,occupied command,occupied command,rm 2859,vav,,
514_4_3006673,ap m rm 2839 occ cmd,nae 14 n2 trunk 2 vav 14 occ cmd,occupied command,,binary output,occupied command,occupied command,rm 2839,vav,,
514_4_3006696,ap m rm 2856 occ cmd,nae 14 n2 trunk 2 vav 15 occ cmd,occupied command,,binary output,occupied command,occupied command,rm 2856,vav,,
