Unique Identifier,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,BACnet Type Str,Ground Truth Point Type,Schema Label,Location,Equipment Type,Equipment Ref,Equipment Subsystems
510_1_3012889,biolib 1stfl rm 111 supflosp,nae 10 n2 1 vma103 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 111,
510_1_3012965,biolib 1stfl rm 114 supflosp,nae 10 n2 1 vma107 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 114,
510_1_3012997,biolib 1stfl rm 115 supflosp,nae 10 n2 1 vma109 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 115,
510_1_3013325,biolib 1stfl rm 116 supflosp,nae 10 n2 1 vma128 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 116,
510_1_3013345,biolib 1stfl rm 117 supflosp,nae 10 n2 1 vma129 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 117,
510_1_3014400,biolib 1stfl rm 117b supflosp,nae 10 n2 2 vma143 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 117b,
510_1_3013361,biolib 1stfl rm 118 supflosp,nae 10 n2 1 vma130 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 118,
510_1_3014206,biolib 1stfl rm 119 supflosp,nae 10 n2 2 vma133 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 119,
510_1_3014360,biolib 1stfl rm 121 supflosp,nae 10 n2 2 vma141 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 121,
510_1_3014380,biolib 1stfl rm 123 supflosp,nae 10 n2 2 vma142 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 123,
510_1_3014283,biolib 1stfl rm 125 supflosp,nae 10 n2 2 vma137 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 125,
510_1_3014323,biolib 1stfl rm 128 supflosp,nae 10 n2 2 vma139 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 128,
510_1_3014520,biolib 1stfl rm 131 supflosp,nae 10 n2 2 vma150 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 131,
510_1_3014186,biolib 1stfl rm 133 supflosp,nae 10 n2 2 vma132 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 133,
510_1_3014540,biolib 1stfl rm 134 supflosp,nae 10 n2 2 vma151 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 134,
510_1_3014126,biolib 1stfl rm 135 supflosp,nae 10 n2 2 vma129 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 135,
510_1_3014066,biolib 1stfl rm 137 supflosp,nae 10 n2 2 vma126 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 137,
510_1_3014086,biolib 1stfl rm 138a supflosp,nae 10 n2 2 vma127 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 138a,
510_1_3014106,biolib 1stfl rm 138b supflosp,nae 10 n2 2 vma128 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 138b,
510_1_3014166,biolib 1stfl rm 138c supflosp,nae 10 n2 2 vma131 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 138c,
510_1_3014146,biolib 1stfl rm 138d supflosp,nae 10 n2 2 vma130 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 138d,
510_1_3014343,biolib 1stfl rm 138e supflosp,nae 10 n2 2 vma140 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 138e,
510_1_3014303,biolib 1stfl rm 138f supflosp,nae 10 n2 2 vma138 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 138f,
510_1_3014266,biolib 1stfl rm 138g supflosp,nae 10 n2 2 vma136 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 138g,
510_1_3014226,biolib 1stfl rm 138j supflosp,nae 10 n2 2 vma134 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 138j,
510_1_3014681,biolib 1stfl rm 139 supflosp,nae 10 n2 2 vma157 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 139,
510_1_3014676,biolib 1stfl rm 140 supflosp,nae 10 n2 2 vma158 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 140,
510_1_3013237,biolib 1stfl rm 141 supflosp,nae 10 n2 1 vma123 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 141,
510_1_3014420,biolib 1stfl rm 141a supflosp,nae 10 n2 2 vma144 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 141a,
510_1_3014460,biolib 1stfl rm 141c supflosp,nae 10 n2 2 vma147 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 141c,
510_1_3014440,biolib 1stfl rm 141d supflosp,nae 10 n2 2 vma146 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 141d,
510_1_3014480,biolib 1stfl rm 141e supflosp,nae 10 n2 2 vma148 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 141e,
510_1_3014500,biolib 1stfl rm 141f supflosp,nae 10 n2 2 vma149 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 141f,
510_1_3014560,biolib 1stfl rm 142a supflosp,nae 10 n2 2 vma152 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 142a,
510_1_3014580,biolib 1stfl rm 142b supflosp,nae 10 n2 2 vma153 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 142b,
510_1_3014620,biolib 1stfl rm 142c supflosp,nae 10 n2 2 vma155 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 142c,
510_1_3013380,biolib 1stfl rm 72 2n supflosp,nae 10 n2 1 vma131 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 72 2n,
510_1_3013400,biolib 1stfl rm 73 26 supflosp,nae 10 n2 1 vma132 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 73 26,
510_1_3013257,biolib 2ndfl rm 200e supflosp,nae 10 n2 1 vma124 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 200e,
510_1_3012849,biolib 2ndfl rm 201 supflosp,nae 10 n2 1 vma101 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 201,
510_1_3012869,biolib 2ndfl rm 203 supflosp,nae 10 n2 1 vma102 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 203,
510_1_3012909,biolib 2ndfl rm 204 supflosp,nae 10 n2 1 vma104 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 204,
510_1_3012929,biolib 2ndfl rm 205 supflosp,nae 10 n2 1 vma105 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 205,
510_1_3012949,biolib 2ndfl rm 206 supflosp,nae 10 n2 1 vma106 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 206,
510_1_3013017,biolib 2ndfl rm 207 supflosp,nae 10 n2 1 vma110 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 207,
510_1_3013588,biolib 2ndfl rm 208 supflosp,nae 10 n2 2 vma101 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 208,
510_1_3013721,biolib 2ndfl rm 210 supflosp,nae 10 n2 2 vma108 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 210,
510_1_3013604,biolib 2ndfl rm 212 supflosp,nae 10 n2 2 vma102 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 212,
510_1_3013624,biolib 2ndfl rm 214 supflosp,nae 10 n2 2 vma103 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 214,
510_1_3013701,biolib 2ndfl rm 216 supflosp,nae 10 n2 2 vma107 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 216,
510_1_3013741,biolib 2ndfl rm 217 supflosp,nae 10 n2 2 vma109 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 217,
510_1_3013684,biolib 2ndfl rm 218 supflosp,nae 10 n2 2 vma106 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 218,
510_1_3013780,biolib 2ndfl rm 220 supflosp,nae 10 n2 2 vma111 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 220,
510_1_3013994,biolib 2ndfl rm 221a supflosp,nae 10 n2 2 vma122 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 221a,
510_1_3014014,biolib 2ndfl rm 221b supflosp,nae 10 n2 2 vma123 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 221b,
510_1_3013761,biolib 2ndfl rm 221c supflosp,nae 10 n2 2 vma110 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 221c,
510_1_3013664,biolib 2ndfl rm 223 supflosp,nae 10 n2 2 vma105 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 223,
510_1_3013644,biolib 2ndfl rm 224 supflosp,nae 10 n2 2 vma104 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 224,
510_1_3013800,biolib 2ndfl rm 225 supflosp,nae 10 n2 2 vma112 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 225,
510_1_3013840,biolib 2ndfl rm 226 supflosp,nae 10 n2 2 vma114 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 226,
510_1_3013860,biolib 2ndfl rm 227 supflosp,nae 10 n2 2 vma115 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 227,
510_1_3013901,biolib 2ndfl rm 228 supflosp,nae 10 n2 2 vma117 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 228,
510_1_3013921,biolib 2ndfl rm 229 supflosp,nae 10 n2 2 vma118 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 229,
510_1_3013942,biolib 2ndfl rm 230 supflosp,nae 10 n2 2 vma119 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 230,
510_1_3013820,biolib 2ndfl rm 231a supflosp,nae 10 n2 2 vma113 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 231a,
510_1_3013881,biolib 2ndfl rm 231b supflosp,nae 10 n2 2 vma116 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 231b,
510_1_3014600,biolib 2ndfl rm 232a supflosp,nae 10 n2 2 vma154 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 232a,
510_1_3014636,biolib 2ndfl rm 232b supflosp,nae 10 n2 2 vma156 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 232b,
510_1_3013958,biolib 2ndfl rm 232c supflosp,nae 10 n2 2 vma120 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 232c,
510_1_3013974,biolib 2ndfl rm 232d supflosp,nae 10 n2 2 vma121 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 232d,
510_1_3014046,biolib 2ndfl rm 233a supflosp,nae 10 n2 2 vma125 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 233a,
510_1_3014030,biolib 2ndfl rm 233b supflosp,nae 10 n2 2 vma124124 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 233b,
510_1_3005267,biolib ac 12 htg db,nae 10 n2 1 ahu001 htg db,disch htg dband,64.0,analog output,supply air heating dead band,supply air heating dead band setpoint,,ahu,ac 12,
510_1_3005317,biolib ac 13 htg db,nae 10 n2 1 ahu002 htg db,disch htg dband,64.0,analog output,supply air heating dead band,supply air heating dead band setpoint,,ahu,ac 13,
510_1_3005269,biolib ac 12 htg it,nae 10 n2 1 ahu001 htg it,disch htg int tm,95.0,analog output,supply air heating integral time,discharge air heating integral time setpoint,,ahu,ac 12,
510_1_3005319,biolib ac 13 htg it,nae 10 n2 1 ahu002 htg it,disch htg int tm,95.0,analog output,supply air heating integral time,discharge air heating integral time setpoint,,ahu,ac 13,
510_1_3005268,biolib ac 12 htg pb,nae 10 n2 1 ahu001 htg pb,disch htg pband,64.0,analog output,supply air heating prop band,supply air heating proportional band setpoint,,ahu,ac 12,
510_1_3005318,biolib ac 13 htg pb,nae 10 n2 1 ahu002 htg pb,disch htg pband,64.0,analog output,supply air heating prop band,supply air heating proportional band setpoint,,ahu,ac 13,
510_3_3005251,biolib ac 12 sa smk,nae 10 n2 1 ahu001 sa smk,sa smk,,binary input,supply air smoke detector,supply air smoke detected alarm,,ahu,ac 12,
510_3_3005304,biolib ac 13 sa smk,nae 10 n2 1 ahu002 sa smk,sa smk,,binary input,supply air smoke detector,supply air smoke detected alarm,,ahu,ac 13,
510_0_3005243,biolib ac 12 sa p,nae 10 n2 1 ahu001 sa p,static press,58.0,analog input,supply air static pressure,supply air static pressure sensor,,ahu,ac 12,
510_0_3005295,biolib ac 13 sa p,nae 10 n2 1 ahu002 sa p,static press,58.0,analog input,supply air static pressure,supply air static pressure sensor,,ahu,ac 13,
510_0_3006152,biolib ac 15 sa sp,nae 10 n2 2 dx001 sa sp,ac 15 static pressure,58.0,analog input,supply air static pressure,supply air static pressure sensor,,ahu,ac 15,
510_1_3005278,biolib ac 12 sasp db,nae 10 n2 1 ahu001 sasp db,dead band,58.0,analog output,supply air static pressure dead band,supply air static pressure dead band setpoint,,ahu,ac 12,
510_1_3006186,biolib ac 15 sasp db,nae 10 n2 2 dx001 sasp db,,58.0,analog output,supply air static pressure dead band,supply air static pressure dead band setpoint,,ahu,ac 15,
510_1_3005275,biolib ac 12 sasp int,nae 10 n2 1 ahu001 sasp setpoint,static press int,64.0,analog output,supply air static pressure integral time,supply air static pressure integral time setpoint,,ahu,ac 12,
510_1_3005329,biolib ac 13 sasp it,nae 10 n2 1 ahu002 sasp db,static int tm,95.0,analog output,supply air static pressure integral time,supply air static pressure integral time setpoint,,ahu,ac 13,
510_1_3006185,biolib ac 15 sasp ti,nae 10 n2 2 dx001 sasp ti,,101.0,analog output,supply air static pressure integral time,supply air static pressure integral time setpoint,,ahu,ac 15,
510_1_3005276,biolib ac 12 sasp pb,nae 10 n2 1 ahu001 sasp pb,sasp prob band,58.0,analog output,supply air static pressure prop band,supply air static pressure proportional band setpoint,,ahu,ac 12,
510_1_3005330,biolib ac 13 sasp db,nae 10 n2 1 ahu002 sasp it,static deadband,58.0,analog output,supply air static pressure prop band,supply air static pressure proportional band setpoint,,ahu,ac 13,
510_1_3005328,biolib ac 13 sasp pb,nae 10 n2 1 ahu002 sasp pb,static prop band,58.0,analog output,supply air static pressure prop band,supply air static pressure proportional band setpoint,,ahu,ac 13,
510_1_3006184,biolib ac 15 sasp pb,nae 10 n2 2 dx001 sasp pb,,98.0,analog output,supply air static pressure prop band,supply air static pressure proportional band setpoint,,ahu,ac 15,
510_1_3005277,biolib ac 12 sasp,nae 10 n2 1 ahu001 sasp it,static press stpt,58.0,analog output,supply air static pressure setpoint,supply air static pressure setpoint,,ahu,ac 12,
510_1_3005327,biolib ac 13 sasp setpoint,nae 10 n2 1 ahu002 sasp setpoint,static setpoint,58.0,analog output,supply air static pressure setpoint,supply air static pressure setpoint,,ahu,ac 13,
510_1_3006210,biolib ac 15 sa static pres setpoint,nae 10 n2 2 dx001 sa static pres setpoint,,58.0,analog output,supply air static pressure setpoint,supply air static pressure setpoint,,ahu,ac 15,
510_0_3005246,biolib ac 12 da t,nae 10 n2 1 ahu001 da t,disch air temp,64.0,analog input,supply air temperature,discharge air temperature sensor,,ahu,ac 12,
510_0_3005294,biolib ac 13 da t,nae 10 n2 1 ahu002 da t,disch air temp,64.0,analog input,supply air temperature,discharge air temperature sensor,,ahu,ac 13,
510_0_3006146,biolib ac 15 da t,nae 10 n2 2 dx001 da t,,64.0,analog input,supply air temperature,discharge air temperature sensor,,ahu,ac 15,
510_1_3006206,biolib ac 15 dat db,nae 10 n2 2 dx001 dat db,,64.0,analog output,supply air temperature dead band,supply air temperature dead band setpoint,,ahu,ac 15,
510_2_3008706,dat output high,nae 10 programming ah 15 dat output high,,64.0,analog value,supply air temperature output high,discharge air temperature high limit setpoint,,ahu,ac 15,
510_2_3008740,dat output high,nae 10 programming ah 13 reset dat output high,,64.0,analog value,supply air temperature output high,discharge air temperature high limit setpoint,,ahu,ac 13,
510_2_3008707,dat output low,nae 10 programming ah 15 dat output low,,64.0,analog value,supply air temperature output low,discharge air temperature reset low setpoint,,ahu,ac 15,
510_2_3008741,dat output low,nae 10 programming ah 13 reset dat output low,,64.0,analog value,supply air temperature output low,discharge air temperature reset low setpoint,,ahu,ac 13,
510_1_3006207,biolib ac 15 dat pid,nae 10 n2 2 dx001 dat pid,,98.0,analog output,supply air temperature pid,discharge air tempearture setpoint,,ahu,ac 15,
510_1_3006204,biolib ac 15 dat pb,nae 10 n2 2 dx001 dat pb,,98.0,analog output,supply air temperature prop band,supply air temperature proportional band setpoint,,ahu,ac 15,
510_1_3005266,biolib ac 12 dat setpoint,nae 10 n2 1 ahu001 dat setpoint,discharge setpnt,64.0,analog output,supply air temperature setpoint,supply air temperature setpoint,,ahu,ac 12,
510_1_3005316,biolib ac 13 dat setpoint,nae 10 n2 1 ahu002 dat setpoint,discharge setpnt,64.0,analog output,supply air temperature setpoint,supply air temperature setpoint,,ahu,ac 13,
510_1_3006208,biolib ac 15 dat setpoint,nae 10 n2 2 dx001 dat setpoint,value from dat span in reset folder,64.0,analog output,supply air temperature setpoint,supply air temperature setpoint,,ahu,ac 15,
