Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Schema Label,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
506_1_3001830,506,1,3001830,ebu3b rm 4119 clgminflo,nae 06 n2 2 vma131 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 4119,vav,4119,,ebu3b,,analog output
505_14_3001219,505,14,3001219,ebu3b rm 1116 occ cmd,nae 05 n2 2 vma 131 occ cmd,occupied command,,occupancy command,occupied command,,rm 1116,vav,1116,,ebu3b,,multi state output
506_14_3000142,506,14,3000142,ebu3b rm 2231 occ cmd,nae 06 n2 1 vma131 occ cmd,occupied command,,occupancy command,occupied command,,rm 2231,vav,2231,,ebu3b,,multi state output
506_14_3001837,506,14,3001837,ebu3b rm 4119 occ cmd,nae 06 n2 2 vma131 occ cmd,occupied command,,occupancy command,occupied command,,rm 4119,vav,4119,,ebu3b,,multi state output
505_1_3001216,505,1,3001216,ebu3b rm 1116 htgpid o,nae 05 n2 2 vma 131 htgpid o,heating command,98.0,heating command,heating command,,rm 1116,vav,1116,,ebu3b,,analog output
506_1_3000139,506,1,3000139,ebu3b rm 2231 htgpid o,nae 06 n2 1 vma131 htgpid o,heating command,98.0,heating command,heating command,,rm 2231,vav,2231,,ebu3b,,analog output
506_1_3001833,506,1,3001833,ebu3b rm 4119 htgpid o,nae 06 n2 2 vma131 htgpid o,heating command,98.0,heating command,heating command,,rm 4119,vav,4119,,ebu3b,,analog output
506_4_3001834,506,4,3001834,ebu3b rm 4119 fan c,nae 06 n2 2 vma131 fan c,fan command,,fan command,fan command,,rm 4119,vav,4119,,ebu3b,,binary output
505_0_3001206,505,0,3001206,ebu3b rm 1116 dmpr pos,nae 05 n2 2 vma 131 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 1116,vav,1116,,ebu3b,,analog input
506_0_3000129,506,0,3000129,ebu3b rm 2231 dmpr pos,nae 06 n2 1 vma131 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 2231,vav,2231,,ebu3b,,analog input
506_0_3001823,506,0,3001823,ebu3b rm 4119 dmpr pos,nae 06 n2 2 vma131 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 4119,vav,4119,,ebu3b,,analog input
505_1_3001210,505,1,3001210,ebu3b rm 1116 dpr c,nae 05 n2 2 vma 131 dpr c,damper command,98.0,damper command,damper command,,rm 1116,vav,1116,,ebu3b,,analog output
506_1_3000133,506,1,3000133,ebu3b rm 2231 dpr c,nae 06 n2 1 vma131 dpr c,damper command,98.0,damper command,damper command,,rm 2231,vav,2231,,ebu3b,,analog output
506_1_3001827,506,1,3001827,ebu3b rm 4119 dpr c,nae 06 n2 2 vma131 dpr c,damper command,98.0,damper command,damper command,,rm 4119,vav,4119,,ebu3b,,analog output
505_1_3001212,505,1,3001212,ebu3b rm 1116 clgmaxflo,nae 05 n2 2 vma 131 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 1116,vav,1116,,ebu3b,,analog output
506_1_3000135,506,1,3000135,ebu3b rm 2231 clgmaxflo,nae 06 n2 1 vma131 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 2231,vav,2231,,ebu3b,,analog output
506_1_3001829,506,1,3001829,ebu3b rm 4119 clgmaxflo,nae 06 n2 2 vma131 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 4119,vav,4119,,ebu3b,,analog output
505_1_3001215,505,1,3001215,ebu3b rm 1116 clgpid o,nae 05 n2 2 vma 131 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 1116,vav,1116,,ebu3b,,analog output
506_1_3000138,506,1,3000138,ebu3b rm 2231 clgpid o,nae 06 n2 1 vma131 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 2231,vav,2231,,ebu3b,,analog output
506_1_3001832,506,1,3001832,ebu3b rm 4119 clgpid o,nae 06 n2 2 vma131 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 4119,vav,4119,,ebu3b,,analog output
505_0_3001221,505,0,3001221,ebu3b rm 1122 zn t,nae 05 n2 2 vma 132 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 1122,vav,1122,,ebu3b,,analog input
506_0_3000144,506,0,3000144,ebu3b rm 2138 zn t,nae 06 n2 1 vma132 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 2138,vav,2138,,ebu3b,,analog input
506_0_3001839,506,0,3001839,ebu3b rm 4154 zn t,nae 06 n2 2 vma132 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 4154,vav,4154,,ebu3b,,analog input
506_3_3001855,506,3,3001855,ebu3b rm 4154 t occ,nae 06 n2 2 vma132 t occ,temp occ sts,,temporary occupancy status,temporary occupancy status,,rm 4154,vav,4154,,ebu3b,,binary input
505_1_3001229,505,1,3001229,ebu3b rm 1122 commonsp,nae 05 n2 2 vma 132 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 1122,vav,1122,,ebu3b,,analog output
506_1_3000152,506,1,3000152,ebu3b rm 2138 commonsp,nae 06 n2 1 vma132 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 2138,vav,2138,,ebu3b,,analog output
506_1_3001847,506,1,3001847,ebu3b rm 4154 commonsp,nae 06 n2 2 vma132 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 4154,vav,4154,,ebu3b,,analog output
505_1_3026014,505,1,3026014,ebu3b rm 1122 w c adj,nae 05 n2 2 vma 132 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 1122,vav,1122,,ebu3b,,analog output
506_1_3015653,506,1,3015653,ebu3b rm 2138 w c adj,nae 06 n2 1 vma132 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 2138,vav,2138,,ebu3b,,analog output
506_1_3015748,506,1,3015748,ebu3b rm 4154 w c adj,nae 06 n2 2 vma132 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 4154,vav,4154,,ebu3b,,analog output
505_1_3001231,505,1,3001231,ebu3b rm 1122 supflo sp,nae 05 n2 2 vma 132 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 1122,vav,1122,,ebu3b,,analog output
506_1_3000154,506,1,3000154,ebu3b rm 2138 supflo sp,nae 06 n2 1 vma132 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 2138,vav,2138,,ebu3b,,analog output
506_1_3001849,506,1,3001849,ebu3b rm 4154 supflo sp,nae 06 n2 2 vma132 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 4154,vav,4154,,ebu3b,,analog output
505_0_3001227,505,0,3001227,ebu3b rm 1122 sup flow,nae 05 n2 2 vma 132 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 1122,vav,1122,,ebu3b,,analog input
506_0_3000150,506,0,3000150,ebu3b rm 2138 sup flow,nae 06 n2 1 vma132 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 2138,vav,2138,,ebu3b,,analog input
506_0_3001845,506,0,3001845,ebu3b rm 4154 sup flow,nae 06 n2 2 vma132 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 4154,vav,4154,,ebu3b,,analog input
505_1_3001228,505,1,3001228,ebu3b rm 1122 rh vlv,nae 05 n2 2 vma 132 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 1122,vav,1122,,ebu3b,,analog output
506_1_3000151,506,1,3000151,ebu3b rm 2138 rh vlv,nae 06 n2 1 vma132 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 2138,vav,2138,,ebu3b,,analog output
506_1_3001846,506,1,3001846,ebu3b rm 4154 rh vlv,nae 06 n2 2 vma132 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 4154,vav,4154,,ebu3b,,analog output
505_1_3001234,505,1,3001234,ebu3b rm 1122 htgflow,nae 05 n2 2 vma 132 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 1122,vav,1122,,ebu3b,,analog output
506_1_3000157,506,1,3000157,ebu3b rm 2138 htgflow,nae 06 n2 1 vma132 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 2138,vav,2138,,ebu3b,,analog output
506_1_3001852,506,1,3001852,ebu3b rm 4154 htgflow,nae 06 n2 2 vma132 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 4154,vav,4154,,ebu3b,,analog output
505_0_3001225,505,0,3001225,ebu3b rm 1122 acthtgsp,nae 05 n2 2 vma 132 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 1122,vav,1122,,ebu3b,,analog input
506_0_3000148,506,0,3000148,ebu3b rm 2138 acthtgsp,nae 06 n2 1 vma132 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 2138,vav,2138,,ebu3b,,analog input
506_0_3001843,506,0,3001843,ebu3b rm 4154 acthtgsp,nae 06 n2 2 vma132 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 4154,vav,4154,,ebu3b,,analog input
505_0_3001224,505,0,3001224,ebu3b rm 1122 actclgsp,nae 05 n2 2 vma 132 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 1122,vav,1122,,ebu3b,,analog input
506_0_3000147,506,0,3000147,ebu3b rm 2138 actclgsp,nae 06 n2 1 vma132 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 2138,vav,2138,,ebu3b,,analog input
506_0_3001842,506,0,3001842,ebu3b rm 4154 actclgsp,nae 06 n2 2 vma132 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 4154,vav,4154,,ebu3b,,analog input
505_1_3001233,505,1,3001233,ebu3b rm 1122 clgminflo,nae 05 n2 2 vma 132 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 1122,vav,1122,,ebu3b,,analog output
506_1_3000156,506,1,3000156,ebu3b rm 2138 clgminflo,nae 06 n2 1 vma132 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 2138,vav,2138,,ebu3b,,analog output
506_1_3001851,506,1,3001851,ebu3b rm 4154 clgminflo,nae 06 n2 2 vma132 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 4154,vav,4154,,ebu3b,,analog output
505_14_3001239,505,14,3001239,ebu3b rm 1122 occ cmd,nae 05 n2 2 vma 132 occ cmd,occupied command,,occupancy command,occupied command,,rm 1122,vav,1122,,ebu3b,,multi state output
506_14_3000162,506,14,3000162,ebu3b rm 2138 occ cmd,nae 06 n2 1 vma132 occ cmd,occupied command,,occupancy command,occupied command,,rm 2138,vav,2138,,ebu3b,,multi state output
506_14_3001859,506,14,3001859,ebu3b rm 4154 occ cmd,nae 06 n2 2 vma132 occ cmd,occupied command,,occupancy command,occupied command,,rm 4154,vav,4154,,ebu3b,,multi state output
505_1_3001236,505,1,3001236,ebu3b rm 1122 htgpid o,nae 05 n2 2 vma 132 htgpid o,heating command,98.0,heating command,heating command,,rm 1122,vav,1122,,ebu3b,,analog output
506_1_3000159,506,1,3000159,ebu3b rm 2138 htgpid o,nae 06 n2 1 vma132 htgpid o,heating command,98.0,heating command,heating command,,rm 2138,vav,2138,,ebu3b,,analog output
506_1_3001854,506,1,3001854,ebu3b rm 4154 htgpid o,nae 06 n2 2 vma132 htgpid o,heating command,98.0,heating command,heating command,,rm 4154,vav,4154,,ebu3b,,analog output
506_4_3001856,506,4,3001856,ebu3b rm 4154 fan c,nae 06 n2 2 vma132 fan c,fan command,,fan command,fan command,,rm 4154,vav,4154,,ebu3b,,binary output
505_0_3001226,505,0,3001226,ebu3b rm 1122 dmpr pos,nae 05 n2 2 vma 132 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 1122,vav,1122,,ebu3b,,analog input
506_0_3000149,506,0,3000149,ebu3b rm 2138 dmpr pos,nae 06 n2 1 vma132 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 2138,vav,2138,,ebu3b,,analog input
506_0_3011370,506,0,3011370,ebu3b rm 4154 dmpr pos,nae 06 n2 2 vma132 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 4154,vav,4154,,ebu3b,,analog input
505_1_3001230,505,1,3001230,ebu3b rm 1122 dpr c,nae 05 n2 2 vma 132 dpr c,damper command,98.0,damper command,damper command,,rm 1122,vav,1122,,ebu3b,,analog output
506_1_3000153,506,1,3000153,ebu3b rm 2138 dpr c,nae 06 n2 1 vma132 dpr c,damper command,98.0,damper command,damper command,,rm 2138,vav,2138,,ebu3b,,analog output
506_1_3001848,506,1,3001848,ebu3b rm 4154 dpr c,nae 06 n2 2 vma132 dpr c,damper command,98.0,damper command,damper command,,rm 4154,vav,4154,,ebu3b,,analog output
505_1_3001232,505,1,3001232,ebu3b rm 1122 clgmaxflo,nae 05 n2 2 vma 132 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 1122,vav,1122,,ebu3b,,analog output
506_1_3000155,506,1,3000155,ebu3b rm 2138 clgmaxflo,nae 06 n2 1 vma132 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 2138,vav,2138,,ebu3b,,analog output
506_1_3001850,506,1,3001850,ebu3b rm 4154 clgmaxflo,nae 06 n2 2 vma132 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 4154,vav,4154,,ebu3b,,analog output
505_1_3001235,505,1,3001235,ebu3b rm 1122 clgpid o,nae 05 n2 2 vma 132 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 1122,vav,1122,,ebu3b,,analog output
506_1_3000158,506,1,3000158,ebu3b rm 2138 clgpid o,nae 06 n2 1 vma132 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 2138,vav,2138,,ebu3b,,analog output
506_1_3001853,506,1,3001853,ebu3b rm 4154 clgpid o,nae 06 n2 2 vma132 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 4154,vav,4154,,ebu3b,,analog output
505_0_3001241,505,0,3001241,ebu3b rm 1145 zn t,nae 05 n2 2 vma 133 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 1145,vav,1145,,ebu3b,,analog input
506_0_3000164,506,0,3000164,ebu3b rm 2136 zn t,nae 06 n2 1 vma133 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 2136,vav,2136,,ebu3b,,analog input
506_0_3001861,506,0,3001861,ebu3b rm 4200a zn t,nae 06 n2 2 vma133 zn t,zone temperature 4th flr lobby,64.0,zone temperature,zone temperature sensor,,rm 4200a,vav,4200a,,ebu3b,,analog input
505_1_3001249,505,1,3001249,ebu3b rm 1145 commonsp,nae 05 n2 2 vma 133 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 1145,vav,1145,,ebu3b,,analog output
506_1_3000172,506,1,3000172,ebu3b rm 2136 commonsp,nae 06 n2 1 vma133 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 2136,vav,2136,,ebu3b,,analog output
506_1_3001869,506,1,3001869,ebu3b rm 4200a commonsp,nae 06 n2 2 vma133 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 4200a,vav,4200a,,ebu3b,,analog output
505_1_3026033,505,1,3026033,ebu3b rm 1145 w c adj,nae 05 n2 2 vma 133 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 1145,vav,1145,,ebu3b,,analog output
506_1_3015641,506,1,3015641,ebu3b rm 2136 w c adj,nae 06 n2 1 vma133 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 2136,vav,2136,,ebu3b,,analog output
506_1_3015749,506,1,3015749,ebu3b rm 4200a w c adj,nae 06 n2 2 vma133 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 4200a,vav,4200a,,ebu3b,,analog output
505_1_3001251,505,1,3001251,ebu3b rm 1145 supflo sp,nae 05 n2 2 vma 133 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 1145,vav,1145,,ebu3b,,analog output
506_1_3000174,506,1,3000174,ebu3b rm 2136 supflo sp,nae 06 n2 1 vma133 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 2136,vav,2136,,ebu3b,,analog output
506_1_3001871,506,1,3001871,ebu3b rm 4200a supflo sp,nae 06 n2 2 vma133 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 4200a,vav,4200a,,ebu3b,,analog output
505_0_3001247,505,0,3001247,ebu3b rm 1145 sup flow,nae 05 n2 2 vma 133 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 1145,vav,1145,,ebu3b,,analog input
506_0_3000170,506,0,3000170,ebu3b rm 2136 sup flow,nae 06 n2 1 vma133 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 2136,vav,2136,,ebu3b,,analog input
506_0_3001867,506,0,3001867,ebu3b rm 4200a sup flow,nae 06 n2 2 vma133 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 4200a,vav,4200a,,ebu3b,,analog input
505_1_3001248,505,1,3001248,ebu3b rm 1145 rh vlv,nae 05 n2 2 vma 133 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 1145,vav,1145,,ebu3b,,analog output
506_1_3000171,506,1,3000171,ebu3b rm 2136 rh vlv,nae 06 n2 1 vma133 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 2136,vav,2136,,ebu3b,,analog output
506_1_3001868,506,1,3001868,ebu3b rm 4200a rh vlv,nae 06 n2 2 vma133 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 4200a,vav,4200a,,ebu3b,,analog output
505_1_3001254,505,1,3001254,ebu3b rm 1145 htgflow,nae 05 n2 2 vma 133 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 1145,vav,1145,,ebu3b,,analog output
506_1_3000177,506,1,3000177,ebu3b rm 2136 htgflow,nae 06 n2 1 vma133 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 2136,vav,2136,,ebu3b,,analog output
506_1_3001874,506,1,3001874,ebu3b rm 4200a htgflow,nae 06 n2 2 vma133 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 4200a,vav,4200a,,ebu3b,,analog output
505_0_3001245,505,0,3001245,ebu3b rm 1145 acthtgsp,nae 05 n2 2 vma 133 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 1145,vav,1145,,ebu3b,,analog input
506_0_3000168,506,0,3000168,ebu3b rm 2136 acthtgsp,nae 06 n2 1 vma133 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 2136,vav,2136,,ebu3b,,analog input
506_0_3001865,506,0,3001865,ebu3b rm 4200a acthtgsp,nae 06 n2 2 vma133 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 4200a,vav,4200a,,ebu3b,,analog input
505_0_3001244,505,0,3001244,ebu3b rm 1145 actclgsp,nae 05 n2 2 vma 133 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 1145,vav,1145,,ebu3b,,analog input
506_0_3000167,506,0,3000167,ebu3b rm 2136 actclgsp,nae 06 n2 1 vma133 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 2136,vav,2136,,ebu3b,,analog input
506_0_3001864,506,0,3001864,ebu3b rm 4200a actclgsp,nae 06 n2 2 vma133 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 4200a,vav,4200a,,ebu3b,,analog input
505_1_3001253,505,1,3001253,ebu3b rm 1145 clgminflo,nae 05 n2 2 vma 133 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 1145,vav,1145,,ebu3b,,analog output
506_1_3000176,506,1,3000176,ebu3b rm 2136 clgminflo,nae 06 n2 1 vma133 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 2136,vav,2136,,ebu3b,,analog output
506_1_3001873,506,1,3001873,ebu3b rm 4200a clgminflo,nae 06 n2 2 vma133 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 4200a,vav,4200a,,ebu3b,,analog output
505_14_3001259,505,14,3001259,ebu3b rm 1145 occ cmd,nae 05 n2 2 vma 133 occ cmd,occupied command,,occupancy command,occupied command,,rm 1145,vav,1145,,ebu3b,,multi state output
506_14_3000182,506,14,3000182,ebu3b rm 2136 occ cmd,nae 06 n2 1 vma133 occ cmd,occupied command,,occupancy command,occupied command,,rm 2136,vav,2136,,ebu3b,,multi state output
506_14_3001879,506,14,3001879,ebu3b rm 4200a occ cmd,nae 06 n2 2 vma133 occ cmd,occupied command,,occupancy command,occupied command,,rm 4200a,vav,4200a,,ebu3b,,multi state output
505_1_3001256,505,1,3001256,ebu3b rm 1145 htgpid o,nae 05 n2 2 vma 133 htgpid o,heating command,98.0,heating command,heating command,,rm 1145,vav,1145,,ebu3b,,analog output
506_1_3000179,506,1,3000179,ebu3b rm 2136 htgpid o,nae 06 n2 1 vma133 htgpid o,heating command,98.0,heating command,heating command,,rm 2136,vav,2136,,ebu3b,,analog output
506_1_3001876,506,1,3001876,ebu3b rm 4200a htgpid o,nae 06 n2 2 vma133 htgpid o,heating command,98.0,heating command,heating command,,rm 4200a,vav,4200a,,ebu3b,,analog output
505_0_3001246,505,0,3001246,ebu3b rm 1145 dmpr pos,nae 05 n2 2 vma 133 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 1145,vav,1145,,ebu3b,,analog input
506_0_3000169,506,0,3000169,ebu3b rm 2136 dmpr pos,nae 06 n2 1 vma133 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 2136,vav,2136,,ebu3b,,analog input
