bas_raw,point_type,haystack
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6115 Conference Slave/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Flow Control _ Flow Input","Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/Zone Temp _ Zone Temp","Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6117 Storage/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Flow Control _ Flow Input","Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/PRV Command","PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/RH Valve %","RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/Zone Temp _ Zone Temp","Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6119 Kitchenette/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Max CO2 Level","Max CO2 Level","max co2"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/PRV Command","PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/RH Valve %","RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/ZCO2_HI","ZCO2_HI","zone co2 max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Zone CO2","Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/Zone Temp _ Zone Temp","Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6121 Conference Room/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Flow Control _ Flow Input","Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/Zone Temp _ Zone Temp","Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6203 Office/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Flow Control _ Flow Input","Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/Zone Temp _ Zone Temp","Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6205 Office/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Flow Control _ Flow Input","Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/Zone Temp _ Zone Temp","Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6207 Office/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Max CO2 Level","Max CO2 Level","max co2"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/PRV Command","PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/RH Valve %","RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/ZCO2_HI","ZCO2_HI","zone co2 max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/Zone CO2","Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6210 Open Project Space/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Flow Control _ Flow Input","Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/Zone Temp _ Zone Temp","Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6211 Office/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Flow Control _ Flow Input","Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/Zone Temp _ Zone Temp","Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6213 Office/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Flow Control _ Flow Input","Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/Zone Temp _ Zone Temp","Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6214 Storage/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Flow Control _ Flow Input","Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/Zone Temp _ Zone Temp","Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6215 Office/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Flow Control _ Flow Input","Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Run","Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Run Request","Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Schedule","Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/Zone Temp _ Zone Temp","Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6217 Office/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6219 Office/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6219 Office/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6219 Office/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6219 Office/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6219 Office/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6219 Office/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6219 Office/Flow Control _ Flow Input","Flow Control _ Flow Input","air flow sensor"
